pointid,RdNBR,Distance_m,Near_OID,State,Area_km,RdNBR_mean,RdNBR_SD,Mean_NDWI_Pre,SD_NDWI_Pre,Mean_NDWI_Post,SD_NDWI_Post,Pixel_count,Beaver_Dam,Margin,Pixel_Severity,Wetland_Severity,,Row Labels,Count of pointid
221962,184.8946381,17.12903391,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
221968,118.7292633,3.068580875,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
221973,331.0784912,7.219098762,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
221974,82.6333542,26.7610868,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
221975,28.9230499,18.38566921,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
221976,48.0179405,5.3812676,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
221979,558.5369263,3.23829722,53,D,0.007453158,526.9099731,214.7259979,-0.767754,0.0479052,-0.59991,0.0546838,10,N,N,M,M,,,
221980,227.547699,15.43260954,53,D,0.007453158,526.9099731,214.7259979,-0.767754,0.0479052,-0.59991,0.0546838,10,N,N,L,M,,,
221983,525.7938843,2.381747894,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,M,M,,,
221984,354.1597595,0.005396554,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,M,M,,,
221985,391.9425659,4.709867391,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
221987,781.2353516,9.670330697,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
221988,709.7085571,2.572636732,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
221991,572.777771,10.8977939,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
221992,585.9544678,1.004562645,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,M,M,,,
221995,685.9778442,6.360778471,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
221996,551.6852417,1.163865734,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,M,M,,,
222003,496.6953735,0.622522009,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,M,M,,,
222015,108.7818604,6.869187679,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222016,26.1931229,26.69152372,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222017,-39.4347763,31.84816905,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222018,29.5516624,24.62040726,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222019,33.6451645,30.7145476,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222020,-7.8727951,43.17151074,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222021,60.0041809,58.20168536,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222256,405.4129639,2.11297742,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,Y,M,M,,,
222259,373.2646179,6.659181445,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
222260,207.7954712,25.45265041,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,L,M,,,
222261,570.0944214,39.95828118,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
222262,768.0856934,22.54616541,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,H,M,,,
222263,583.5302734,7.674219619,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
222272,285.3360901,13.62902075,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222273,164.4018555,23.08393136,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222274,94.8803406,24.52240526,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222275,155.1320953,20.29806992,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222276,232.7809143,16.71586149,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222277,450.2367249,3.803274982,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,M,M,,,
222281,452.2992859,9.318512534,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
222282,123.5603027,21.28128935,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222283,204.749176,13.01442944,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222284,521.3823242,6.047996477,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
222286,263.0126648,5.187275303,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222287,83.3639679,20.34813228,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222288,51.3376579,34.38371444,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222289,4.587266,32.73050982,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222290,-48.6166611,17.30279383,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222291,102.7747345,0.793703392,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,Y,L,M,,,
222293,754.2236938,7.416252572,53,D,0.007453158,526.9099731,214.7259979,-0.767754,0.0479052,-0.59991,0.0546838,10,N,N,H,M,,,
222294,567.1209106,10.76863309,53,D,0.007453158,526.9099731,214.7259979,-0.767754,0.0479052,-0.59991,0.0546838,10,N,N,M,M,,,
222299,487.3115234,8.231093116,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222302,553.9770508,2.038528409,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,M,M,,,
222303,443.7505493,3.77505321,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222304,420.7250977,12.89648969,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222305,324.6428833,10.75146122,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222310,620.8536377,3.790675354,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222317,523.9029541,3.730808239,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222328,6.7828836,11.00099962,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222329,101.3533936,20.09881084,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222330,-7.0248408,33.90127225,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222331,75.4423065,49.05010931,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222332,150.5793915,44.61801504,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222333,130.8778381,48.51876071,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222334,55.8625183,58.57442348,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222335,46.2183342,45.92203777,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222561,399.686676,3.030447615,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
222562,488.7866821,1.054305249,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,Y,M,M,,,
222563,493.2661133,3.189073059,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
222564,201.8079681,8.425243233,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,L,M,,,
222565,54.3590546,25.75309505,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,U,M,,,
222566,282.4465637,35.07688717,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,L,M,,,
222567,673.6693115,15.28172455,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,H,M,,,
222570,900.9760742,2.16323385,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,Y,H,M,,,
222571,758.7832031,9.021331778,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,H,M,,,
222576,762.5795898,1.888015874,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,Y,H,M,,,
222578,453.1255798,9.938264847,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,M,M,,,
222579,323.1158447,5.409701442,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,M,M,,,
222580,518.0855103,1.735899766,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,Y,M,M,,,
222582,597.5860596,7.293257051,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,M,M,,,
222586,783.3799438,4.42632627,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,H,M,,,
222587,509.7842712,23.42225183,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
222588,215.751297,32.39298878,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222589,148.2998962,20.01134058,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222590,111.3555984,10.84467592,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222591,85.5985336,8.379642124,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222592,108.0499649,22.04124684,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222593,98.3278198,41.24820872,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222594,66.742424,44.51455768,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222595,-2.3473911,27.2404165,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222596,27.717556,10.87124566,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222605,816.1687012,2.489633251,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
222608,422.2808838,17.40262391,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222609,315.2381287,22.4071231,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222610,427.3137817,16.32358759,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222611,677.1077881,0.276713396,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
222616,893.7976074,2.501000345,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
222633,312.0327759,3.165576975,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222634,129.472168,16.17026686,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222635,80.3098297,32.48890524,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222636,141.6322479,51.30979495,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222637,116.9897766,64.61710361,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222638,103.0354843,67.42301431,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222639,130.9068756,52.24142356,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222640,115.9204102,34.1259248,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222864,360.7076416,2.517117971,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,Y,M,M,,,
222865,240.0126953,14.51727666,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,L,M,,,
222866,9.6885996,29.35099071,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,U,M,,,
222867,126.3906555,34.36454467,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,L,M,,,
222868,542.5151367,15.09125205,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
222871,669.5222778,1.812984804,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,Y,H,M,,,
222872,230.4587555,16.02719694,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222873,187.3184967,9.079716845,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
222876,595.6072388,2.338568328,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,Y,M,M,,,
222878,839.4636841,1.104222269,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,Y,H,M,,,
222887,671.8189087,12.3951829,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,H,M,,,
222888,695.9389648,29.62137197,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,H,M,,,
222889,365.1714783,48.08644298,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
222890,193.0870209,36.91753557,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222891,129.7767181,30.2173177,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222892,124.4192657,28.37324361,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222893,145.7122803,34.93764608,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222894,179.6206055,49.35825436,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222895,144.0058746,54.68624347,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
222896,15.1158342,37.59796899,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222897,-4.834517,23.39639107,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222898,-10.5872364,16.55616514,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
222899,325.1690063,5.773147478,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
222907,755.5824585,4.79358145,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
222909,405.1402283,14.83353412,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222910,467.1887207,8.047655672,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
222912,688.2210693,7.118839944,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
222913,812.3452148,1.126025025,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
222917,742.4995117,3.068464297,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
222935,185.4949799,9.54838145,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222936,148.1287842,29.29963425,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222937,165.781662,49.23142162,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222938,29.0480843,69.20258075,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,U,L,,,
222939,153.0601501,62.94970066,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222940,193.9749298,43.90351028,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
222941,83.806015,26.24967422,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223160,454.9903564,2.728478992,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,Y,M,M,,,
223161,163.1418457,17.27928424,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,L,M,,,
223162,316.8081055,28.97992293,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
223163,639.199585,9.618537028,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
223167,239.1367035,9.084933532,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
223168,-29.9226723,24.77640245,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,U,M,,,
223169,87.9801483,11.35463529,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
223181,583.9959106,14.17073605,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
223182,553.9476318,27.09942892,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
223183,691.4429932,40.54976514,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,H,M,,,
223184,633.8150024,43.88080834,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
223185,561.6081543,45.14021723,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
223186,479.2052307,49.85132988,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
223187,327.0553589,48.37213562,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,M,M,,,
223188,265.6861267,52.49249151,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
223189,268.6034241,57.26612813,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
223190,155.9165955,60.23387084,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
223191,44.5651131,45.41561244,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
223192,59.428093,27.4962999,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,U,M,,,
223193,207.2778473,12.22676017,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,L,M,,,
223195,218.9666138,9.033454877,32,E,0.383922977,217.7980042,254.1179962,-0.751747,0.0449104,-0.638781,0.0737781,396,N,N,L,L,,,
223202,792.8904419,8.286367727,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
223203,635.1100464,16.21274962,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
223204,607.2910156,16.63880766,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,M,M,,,
223205,766.2883911,6.565638969,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,N,H,M,,,
223208,766.2971191,1.027976816,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
223210,1082.347412,0.695013515,52,D,0.104457513,609.9520264,209.5829926,-0.723861,0.0502997,-0.548129,0.0681708,128,N,Y,H,M,,,
223221,136.3927002,0.848496676,51,E,0.025705359,696.9290161,418.428009,-0.79814,0.0448573,-0.575561,0.110968,29,N,Y,L,H,,,
223222,244.8972321,7.744493378,51,E,0.025705359,696.9290161,418.428009,-0.79814,0.0448573,-0.575561,0.110968,29,N,N,L,H,,,
223223,270.5812073,6.275542547,51,E,0.025705359,696.9290161,418.428009,-0.79814,0.0448573,-0.575561,0.110968,29,N,N,L,H,,,
223229,668.9866943,2.461637062,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,Y,H,L,,,
223230,242.7663727,16.06012752,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223231,133.0355835,33.42094123,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223232,190.9860687,52.68767341,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223233,122.0298615,72.35345566,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223234,186.6480255,61.00900632,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223235,199.6641998,41.07252433,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223236,121.5995331,21.22753694,58,B,0.287984956,300.7099915,245.6549988,-0.697747,0.066725,-0.596377,0.0569294,354,Y,N,L,L,,,
223458,573.5117188,6.772537974,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
223459,461.9341431,20.23206478,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
223460,624.2139893,28.6761792,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
223461,492.7756653,10.96076339,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,N,M,M,,,
223462,337.1914673,0.735054613,43,C,0.088616191,479.5190125,200.9759979,-0.723138,0.084734,-0.572636,0.077323,85,Y,Y,M,M,,,
223465,393.2261047,4.527456023,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,M,M,,,
223466,125.890625,9.864285225,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
223467,234.5618591,18.54942672,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,L,M,,,
223468,798.0308228,12.2631246,26,E,0.055646535,437.9110107,352.2479858,-0.743413,0.0385302,-0.617689,0.087687,69,N,N,H,M,,,
223479,842.9918213,7.895739918,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,H,M,,,
223480,737.9417725,23.22282753,25,E,0.073807859,408.946991,307.8819885,-0.730151,0.0282726,-0.611837,0.0642243,88,N,N,H,M,,,
